"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Time","Date","Age"
132,"Juice","afternoon","weekday",28.3,2,"female","Online Wallet","Korean","12:14","10/31/2016",29
132,"Pick and Mix Bowls","afternoon","weekday",38.38,2,"female","Online Wallet","Korean","12:14","10/31/2016",29
132,"Cookies","afternoon","weekday",5.51,4,"female","Online Wallet","Korean","12:14","10/31/2016",29
133,"Hearty & Seasonal","afternoon","weekday",13.42,3,"Male","Credit card","Vietnamese","12:16","10/31/2016",20
133,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","12:16","10/31/2016",20
134,"Hearty & Seasonal","afternoon","weekday",13.42,3,"Male","Credit card","Vietnamese","12:19","10/31/2016",25
134,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:19","10/31/2016",25
134,"Farm House","afternoon","weekday",40.82,1,"Male","Credit card","Vietnamese","12:19","10/31/2016",25
135,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:20","10/31/2016",19
136,"Tea","afternoon","weekday",26.05,2,"Male","Online Wallet","American","12:27","10/31/2016",19
136,"Soup","afternoon","weekday",42.55,1,"Male","Online Wallet","American","12:27","10/31/2016",19
137,"Farm House","afternoon","weekday",40.82,1,"Male","Online Wallet","Korean","12:37","10/31/2016",29
138,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","12:43","10/31/2016",21
138,"Hearty & Seasonal","afternoon","weekday",13.42,3,"Male","Credit card","Vietnamese","12:43","10/31/2016",21
138,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:43","10/31/2016",21
139,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Korean","12:50","10/31/2016",30
139,"Muffin","afternoon","weekday",7.18,4,"Male","Cash","Korean","12:50","10/31/2016",30
139,"Hearty & Seasonal","afternoon","weekday",13.42,3,"Male","Cash","Korean","12:50","10/31/2016",30
140,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Korean","12:53","10/31/2016",18
140,"Coffee","afternoon","weekday",19.73,3,"Male","Online Wallet","Korean","12:53","10/31/2016",18
140,"Cookies","afternoon","weekday",5.51,4,"Male","Online Wallet","Korean","12:53","10/31/2016",18
141,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:54","10/31/2016",22
142,"Tea","afternoon","weekday",26.05,2,"Male","Online Wallet","Korean","12:56","10/31/2016",24
142,"Muffin","afternoon","weekday",7.18,4,"Male","Online Wallet","Korean","12:56","10/31/2016",24
143,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:59","10/31/2016",24
144,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:02","10/31/2016",25
144,"Hearty & Seasonal","afternoon","weekday",13.42,3,"Male","Credit card","Vietnamese","13:02","10/31/2016",25
145,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:05","10/31/2016",24
145,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","13:05","10/31/2016",24
145,"Focaccia","afternoon","weekday",35.36,2,"Male","Credit card","Vietnamese","13:05","10/31/2016",24
146,"Sandwich","afternoon","weekday",10.13,3,"female","Cash","Germany","13:08","10/31/2016",30
147,"Tartine","afternoon","weekday",20.11,2,"Male","Credit card","Vietnamese","13:09","10/31/2016",29
147,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:09","10/31/2016",29
148,"Fudge","afternoon","weekday",32.91,2,"female","Online Wallet","Germany","13:21","10/31/2016",26
148,"Coffee","afternoon","weekday",19.73,3,"female","Online Wallet","Germany","13:21","10/31/2016",26
148,"Coffee","afternoon","weekday",19.73,3,"female","Online Wallet","Germany","13:21","10/31/2016",26
149,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:26","10/31/2016",21
150,"Bread","afternoon","weekday",1.61,4,"Male","Cash","Korean","13:31","10/31/2016",20
151,"Coke","afternoon","weekday",45.97,1,"Male","Credit card","Vietnamese","13:50","10/31/2016",29
151,"Soup","afternoon","weekday",42.55,1,"Male","Credit card","Vietnamese","13:50","10/31/2016",29
152,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","13:51","10/31/2016",18
153,"Tea","afternoon","weekday",26.05,2,"Male","Cash","Korean","13:55","10/31/2016",26
153,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Korean","13:55","10/31/2016",26
153,"Cookies","afternoon","weekday",5.51,4,"Male","Cash","Korean","13:55","10/31/2016",26
153,"Muffin","afternoon","weekday",7.18,4,"Male","Cash","Korean","13:55","10/31/2016",26
154,"Mighty Protein","afternoon","weekday",13.02,3,"Male","Credit card","Vietnamese","14:00","10/31/2016",20
154,"Hearty & Seasonal","afternoon","weekday",13.42,3,"Male","Credit card","Vietnamese","14:00","10/31/2016",20
154,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:00","10/31/2016",20
154,"Coke","afternoon","weekday",45.97,1,"Male","Credit card","Vietnamese","14:00","10/31/2016",20
155,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","14:01","10/31/2016",22
155,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","14:01","10/31/2016",22
155,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","14:01","10/31/2016",22
156,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:04","10/31/2016",28
156,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","14:04","10/31/2016",28
157,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:05","10/31/2016",17
157,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:05","10/31/2016",17
158,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:20","10/31/2016",29
158,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","14:20","10/31/2016",29
159,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:22","10/31/2016",28
159,"Hot chocolate","afternoon","weekday",20.12,2,"Male","Credit card","Vietnamese","14:22","10/31/2016",28
159,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","14:22","10/31/2016",28
160,"Mineral water","afternoon","weekday",28.31,2,"Male","Credit card","Vietnamese","14:35","10/31/2016",30
160,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","14:35","10/31/2016",30
161,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","14:42","10/31/2016",24
162,"Muffin","afternoon","weekday",7.18,4,"Male","Cash","American","14:44","10/31/2016",26
163,"Coffee","afternoon","weekday",19.73,3,"female","Online Wallet","American","14:47","10/31/2016",17
163,"Juice","afternoon","weekday",28.3,2,"female","Online Wallet","American","14:47","10/31/2016",17
164,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:47","10/31/2016",22
164,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","14:47","10/31/2016",22
165,"Tea","afternoon","weekday",26.05,2,"female","Online Wallet","Korean","14:48","10/31/2016",30
166,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:49","10/31/2016",28
166,"Muffin","afternoon","weekday",7.18,4,"Male","Credit card","Vietnamese","14:49","10/31/2016",28
167,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","14:50","10/31/2016",29
167,"Hearty & Seasonal","afternoon","weekday",13.42,3,"Male","Credit card","Vietnamese","14:50","10/31/2016",29
167,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","14:50","10/31/2016",29
167,"Mineral water","afternoon","weekday",28.31,2,"Male","Credit card","Vietnamese","14:50","10/31/2016",29
168,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","14:56","10/31/2016",27
168,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","14:56","10/31/2016",27
169,"Mineral water","afternoon","weekday",28.31,2,"Male","Credit card","Vietnamese","15:05","10/31/2016",27
170,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","15:16","10/31/2016",20
171,"Soup","afternoon","weekday",42.55,1,"Male","Online Wallet","Germany","15:20","10/31/2016",26
171,"Tea","afternoon","weekday",26.05,2,"Male","Online Wallet","Germany","15:20","10/31/2016",26
172,"Bread","evening","weekday",1.61,4,"Male","Credit card","Vietnamese","17:06","10/31/2016",17
172,"Coffee","evening","weekday",19.73,3,"Male","Credit card","Vietnamese","17:06","10/31/2016",17
173,"Bread","evening","weekday",1.61,4,"Male","Credit card","Vietnamese","17:08","10/31/2016",26
173,"Muffin","evening","weekday",7.18,4,"Male","Credit card","Vietnamese","17:08","10/31/2016",26
174,"Coffee","evening","weekday",19.73,3,"female","Cash","Germany","17:40","10/31/2016",24
175,"Bread","evening","weekday",1.61,4,"Male","Credit card","Vietnamese","17:49","10/31/2016",23
176,"Cookies","evening","weekday",5.51,4,"Male","Credit card","Vietnamese","18:22","10/31/2016",27
176,"Coffee","evening","weekday",19.73,3,"Male","Credit card","Vietnamese","18:22","10/31/2016",27
178,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","Korean","07:51","11/01/2016",22
178,"Pastry","morning","weekday",14.94,3,"female","Online Wallet","Korean","07:51","11/01/2016",22
179,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","Korean","08:20","11/01/2016",16
179,"Pastry","morning","weekday",14.94,3,"female","Online Wallet","Korean","08:20","11/01/2016",16
180,"Jam","morning","weekday",45.27,1,"female","Cash","American","08:22","11/01/2016",29
180,"Tea","morning","weekday",26.05,2,"female","Cash","American","08:22","11/01/2016",29
181,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","08:45","11/01/2016",19
181,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","08:45","11/01/2016",19
182,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","09:07","11/01/2016",22
182,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","09:07","11/01/2016",22
182,"Ella's Kitchen Pouches","morning","weekday",8.21,4,"Male","Credit card","Vietnamese","09:07","11/01/2016",22
183,"Pastry","morning","weekday",14.94,3,"Male","Online Wallet","Korean","09:09","11/01/2016",30
184,"Farm House","morning","weekday",40.82,1,"Male","Cash","Korean","09:26","11/01/2016",25
184,"Tea","morning","weekday",26.05,2,"Male","Cash","Korean","09:26","11/01/2016",25
185,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","09:29","11/01/2016",30
185,"Victorian Sponge","morning","weekday",7.85,4,"Male","Credit card","Vietnamese","09:29","11/01/2016",30
186,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","09:43","11/01/2016",19
186,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","09:43","11/01/2016",19
187,"Bread","morning","weekday",1.61,4,"female","Cash","Germany","10:02","11/01/2016",19
188,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:04","11/01/2016",18
189,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:29","11/01/2016",16
189,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:29","11/01/2016",16
190,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","10:34","11/01/2016",20
190,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","10:34","11/01/2016",20
190,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","10:34","11/01/2016",20
191,"Soup","morning","weekday",42.55,1,"Male","Credit card","Vietnamese","10:50","11/01/2016",30
191,"Tea","morning","weekday",26.05,2,"Male","Credit card","Vietnamese","10:50","11/01/2016",30
192,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","10:56","11/01/2016",17
193,"Coffee","morning","weekday",19.73,3,"female","Online Wallet","American","11:00","11/01/2016",22
194,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:04","11/01/2016",26
194,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:04","11/01/2016",26
195,"Bread","morning","weekday",1.61,4,"Male","Cash","American","11:06","11/01/2016",22
195,"Scandinavian","morning","weekday",39.34,2,"Male","Cash","American","11:06","11/01/2016",22
196,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:08","11/01/2016",28
196,"Cake","morning","weekday",20.24,2,"Male","Credit card","Vietnamese","11:08","11/01/2016",28
196,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","11:08","11/01/2016",28
197,"Coffee","morning","weekday",19.73,3,"Male","Cash","Korean","11:10","11/01/2016",23
197,"Coffee","morning","weekday",19.73,3,"Male","Cash","Korean","11:10","11/01/2016",23
197,"Tea","morning","weekday",26.05,2,"Male","Cash","Korean","11:10","11/01/2016",23
198,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:11","11/01/2016",30
198,"Cookies","morning","weekday",5.51,4,"Male","Credit card","Vietnamese","11:11","11/01/2016",30
199,"Coffee","morning","weekday",19.73,3,"Male","Cash","Germany","11:13","11/01/2016",19
200,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:16","11/01/2016",27
201,"Coffee","morning","weekday",19.73,3,"Male","Online Wallet","Korean","11:22","11/01/2016",27
201,"Pastry","morning","weekday",14.94,3,"Male","Online Wallet","Korean","11:22","11/01/2016",27
202,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:23","11/01/2016",28
202,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:23","11/01/2016",28
203,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:25","11/01/2016",21
204,"Scandinavian","morning","weekday",39.34,2,"Male","Credit card","Vietnamese","11:30","11/01/2016",21
204,"Bread","morning","weekday",1.61,4,"Male","Credit card","Vietnamese","11:30","11/01/2016",21
205,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:49","11/01/2016",26
205,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:49","11/01/2016",26
205,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","11:49","11/01/2016",26
206,"Scandinavian","morning","weekday",39.34,2,"Male","Credit card","Vietnamese","11:54","11/01/2016",17
206,"Coffee","morning","weekday",19.73,3,"Male","Credit card","Vietnamese","11:54","11/01/2016",17
206,"Pastry","morning","weekday",14.94,3,"Male","Credit card","Vietnamese","11:54","11/01/2016",17
207,"Hearty & Seasonal","afternoon","weekday",13.42,3,"Male","Cash","Germany","12:03","11/01/2016",16
207,"Coffee","afternoon","weekday",19.73,3,"Male","Cash","Germany","12:03","11/01/2016",16
207,"Muffin","afternoon","weekday",7.18,4,"Male","Cash","Germany","12:03","11/01/2016",16
208,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:10","11/01/2016",18
209,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:10","11/01/2016",26
210,"Scandinavian","afternoon","weekday",39.34,2,"Male","Credit card","Vietnamese","12:12","11/01/2016",25
211,"Soup","afternoon","weekday",42.55,1,"female","Cash","American","12:15","11/01/2016",17
211,"Coffee","afternoon","weekday",19.73,3,"female","Cash","American","12:15","11/01/2016",17
212,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:20","11/01/2016",29
212,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","12:20","11/01/2016",29
212,"Tartine","afternoon","weekday",20.11,2,"Male","Credit card","Vietnamese","12:20","11/01/2016",29
213,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:22","11/01/2016",24
214,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:26","11/01/2016",21
214,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:26","11/01/2016",21
214,"Tea","afternoon","weekday",26.05,2,"Male","Credit card","Vietnamese","12:26","11/01/2016",21
215,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","12:30","11/01/2016",27
215,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:30","11/01/2016",27
216,"Tartine","afternoon","weekday",20.11,2,"Male","Credit card","Vietnamese","12:31","11/01/2016",27
216,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","12:31","11/01/2016",27
217,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:33","11/01/2016",27
217,"Cookies","afternoon","weekday",5.51,4,"Male","Credit card","Vietnamese","12:33","11/01/2016",27
218,"Sandwich","afternoon","weekday",10.13,3,"Male","Credit card","Vietnamese","12:37","11/01/2016",30
219,"Tartine","afternoon","weekday",20.11,2,"Male","Credit card","Vietnamese","12:41","11/01/2016",19
220,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:49","11/01/2016",19
220,"Pastry","afternoon","weekday",14.94,3,"Male","Credit card","Vietnamese","12:49","11/01/2016",19
221,"Bread","afternoon","weekday",1.61,4,"Male","Credit card","Vietnamese","12:53","11/01/2016",30
221,"Scandinavian","afternoon","weekday",39.34,2,"Male","Credit card","Vietnamese","12:53","11/01/2016",30
222,"Scandinavian","afternoon","weekday",39.34,2,"female","Cash","Korean","13:08","11/01/2016",26
223,"Alfajores","afternoon","weekday",13.64,3,"Male","Credit card","Vietnamese","13:11","11/01/2016",29
223,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:11","11/01/2016",29
224,"Coffee","afternoon","weekday",19.73,3,"Male","Credit card","Vietnamese","13:15","11/01/2016",26
