"Transaction","Item","period_day","weekday_weekend","Price","TotalNumber","Gender","Payment","Nationality","Age"
309,10,0,2,26.05,2,1,2,4,17
310,7,0,2,19.73,3,1,1,1,25
310,30,0,2,10.13,3,1,1,1,25
310,30,0,2,10.13,3,1,1,1,25
311,5,0,2,5.51,4,0,2,4,21
311,14,0,2,40.82,1,0,2,4,21
312,21,0,2,42.55,1,1,1,1,24
312,10,0,2,26.05,2,1,1,1,24
312,16,0,2,28.3,2,1,1,1,24
313,21,0,2,42.55,1,1,1,1,18
314,7,0,2,19.73,3,0,2,3,16
316,1,0,2,1.61,4,1,1,1,16
317,5,0,2,5.51,4,1,1,1,28
317,10,0,2,26.05,2,1,1,1,28
318,21,0,2,42.55,1,1,1,1,22
318,20,0,2,13.42,3,1,1,1,22
318,1,0,2,1.61,4,1,1,1,22
319,7,0,2,19.73,3,1,1,1,25
320,7,0,2,19.73,3,0,2,2,28
321,7,0,2,19.73,3,0,2,2,19
321,10,0,2,26.05,2,0,2,2,19
322,1,0,2,1.61,4,1,1,1,27
323,10,0,2,26.05,2,1,1,1,30
324,7,0,2,19.73,3,1,1,1,19
324,10,0,2,26.05,2,1,1,1,19
325,7,0,2,19.73,3,1,1,1,29
326,15,0,2,32.91,2,0,2,2,23
327,10,0,2,26.05,2,1,1,1,28
328,21,0,2,42.55,1,1,1,1,26
328,10,0,2,26.05,2,1,1,1,26
329,16,0,2,28.3,2,1,1,1,22
330,31,0,2,13.64,3,1,1,1,29
331,1,0,2,1.61,4,1,2,3,16
332,7,0,2,19.73,3,1,3,3,18
332,31,0,2,13.64,3,1,3,3,18
333,16,0,2,28.3,2,1,2,4,24
333,31,0,2,13.64,3,1,2,4,24
333,5,0,2,5.51,4,1,2,4,24
333,22,0,2,38.38,2,1,2,4,24
333,13,0,2,28.31,2,1,2,4,24
334,7,0,2,19.73,3,1,1,1,20
334,31,0,2,13.64,3,1,1,1,20
335,15,0,2,32.91,2,1,1,1,26
336,25,0,2,13.02,3,1,1,1,23
336,16,0,2,28.3,2,1,1,1,23
337,7,0,2,19.73,3,1,2,4,17
337,13,0,2,28.31,2,1,2,4,17
337,31,0,2,13.64,3,1,2,4,17
338,25,0,2,13.02,3,1,1,1,18
338,7,0,2,19.73,3,1,1,1,18
339,31,0,2,13.64,3,1,1,1,19
340,7,1,2,19.73,3,1,1,1,17
340,1,1,2,1.61,4,1,1,1,17
341,9,1,2,43.23,1,1,1,1,30
341,9,1,2,43.23,1,1,1,1,30
342,9,1,2,43.23,1,1,1,1,30
342,1,1,2,1.61,4,1,1,1,30
343,14,1,2,40.82,1,1,1,1,16
344,7,1,2,19.73,3,1,1,1,18
344,8,1,2,14.94,3,1,1,1,18
345,14,1,2,40.82,1,1,1,1,21
346,7,1,2,19.73,3,0,3,2,24
346,7,1,2,19.73,3,0,3,2,24
346,8,1,2,14.94,3,0,3,2,24
346,8,1,2,14.94,3,0,3,2,24
346,7,1,2,19.73,3,0,3,2,24
347,9,1,2,43.23,1,1,3,2,22
348,1,1,2,1.61,4,1,2,4,24
348,10,1,2,26.05,2,1,2,4,24
348,30,1,2,10.13,3,1,2,4,24
349,1,1,2,1.61,4,1,1,1,19
350,4,1,2,45.27,1,0,2,2,21
350,7,1,2,19.73,3,0,2,2,21
350,14,1,2,40.82,1,0,2,2,21
351,29,1,2,35.36,2,1,1,1,27
352,1,1,2,1.61,4,0,2,4,24
353,11,1,2,20.11,2,0,2,2,19
353,8,1,2,14.94,3,0,2,2,19
353,1,1,2,1.61,4,0,2,2,19
353,28,1,2,13.78,3,0,2,2,19
354,14,1,2,40.82,1,0,3,3,26
354,8,1,2,14.94,3,0,3,3,26
355,1,1,2,1.61,4,1,1,1,23
355,8,1,2,14.94,3,1,1,1,23
356,8,1,2,14.94,3,1,3,3,30
356,1,1,2,1.61,4,1,3,3,30
357,4,1,2,45.27,1,1,1,1,17
357,7,1,2,19.73,3,1,1,1,17
358,14,1,2,40.82,1,0,3,2,20
359,1,1,2,1.61,4,1,2,4,23
359,8,1,2,14.94,3,1,2,4,23
360,7,1,2,19.73,3,0,3,2,25
360,10,1,2,26.05,2,0,3,2,25
360,1,1,2,1.61,4,0,3,2,25
361,4,1,2,45.27,1,1,1,1,22
363,8,1,2,14.94,3,1,1,1,21
363,9,1,2,43.23,1,1,1,1,21
363,9,1,2,43.23,1,1,1,1,21
364,7,1,2,19.73,3,1,1,1,27
365,10,1,2,26.05,2,1,1,1,22
366,1,1,2,1.61,4,1,1,1,30
367,1,1,2,1.61,4,1,1,1,24
367,8,1,2,14.94,3,1,1,1,24
368,8,1,2,14.94,3,1,1,1,16
369,14,1,2,40.82,1,1,2,2,18
370,10,1,2,26.05,2,0,2,4,24
371,7,1,2,19.73,3,1,1,1,20
371,33,1,2,44.82,1,1,1,1,20
371,31,1,2,13.64,3,1,1,1,20
371,15,1,2,32.91,2,1,1,1,20
372,1,1,2,1.61,4,1,1,1,28
372,15,1,2,32.91,2,1,1,1,28
372,5,1,2,5.51,4,1,1,1,28
373,7,1,2,19.73,3,1,1,1,20
374,1,1,2,1.61,4,1,1,1,23
375,7,1,2,19.73,3,1,1,1,24
375,7,1,2,19.73,3,1,1,1,24
375,4,1,2,45.27,1,1,1,1,24
375,8,1,2,14.94,3,1,1,1,24
376,21,1,2,42.55,1,1,1,1,26
376,7,1,2,19.73,3,1,1,1,26
377,23,1,2,24.22,2,1,1,1,23
377,21,1,2,42.55,1,1,1,1,23
377,20,1,2,13.42,3,1,1,1,23
377,8,1,2,14.94,3,1,1,1,23
378,8,1,2,14.94,3,0,3,2,30
378,1,1,2,1.61,4,0,3,2,30
379,8,1,2,14.94,3,1,2,3,16
379,9,1,2,43.23,1,1,2,3,16
380,10,1,2,26.05,2,1,1,1,24
380,7,1,2,19.73,3,1,1,1,24
381,1,1,2,1.61,4,1,1,1,29
381,5,1,2,5.51,4,1,1,1,29
382,7,0,2,19.73,3,1,3,2,21
382,7,0,2,19.73,3,1,3,2,21
382,1,0,2,1.61,4,1,3,2,21
382,20,0,2,13.42,3,1,3,2,21
382,22,0,2,38.38,2,1,3,2,21
382,30,0,2,10.13,3,1,3,2,21
382,29,0,2,35.36,2,1,3,2,21
383,7,0,2,19.73,3,0,2,3,18
384,7,0,2,19.73,3,0,3,3,27
384,30,0,2,10.13,3,0,3,3,27
384,33,0,2,44.82,1,0,3,3,27
385,33,0,2,44.82,1,0,2,4,28
385,5,0,2,5.51,4,0,2,4,28
386,7,0,2,19.73,3,1,1,1,19
387,7,0,2,19.73,3,0,3,2,16
388,30,0,2,10.13,3,1,3,3,25
388,1,0,2,1.61,4,1,3,3,25
388,7,0,2,19.73,3,1,3,3,25
389,7,0,2,19.73,3,1,1,1,29
389,3,0,2,20.12,2,1,1,1,29
390,10,0,2,26.05,2,0,2,3,18
391,30,0,2,10.13,3,0,3,4,17
391,7,0,2,19.73,3,0,3,4,17
391,33,0,2,44.82,1,0,3,4,17
392,33,0,2,44.82,1,1,1,1,20
392,8,0,2,14.94,3,1,1,1,20
392,29,0,2,35.36,2,1,1,1,20
392,14,0,2,40.82,1,1,1,1,20
393,24,0,2,20.24,2,1,1,1,17
393,29,0,2,35.36,2,1,1,1,17
394,21,0,2,42.55,1,0,2,2,27
394,20,0,2,13.42,3,0,2,2,27
394,13,0,2,28.31,2,0,2,2,27
395,20,0,2,13.42,3,1,1,1,20
396,20,0,2,13.42,3,1,1,1,26
397,7,0,2,19.73,3,1,1,1,24
397,7,0,2,19.73,3,1,1,1,24
397,8,0,2,14.94,3,1,1,1,24
398,7,0,2,19.73,3,0,3,4,26
399,10,0,2,26.05,2,1,1,1,29
399,24,0,2,20.24,2,1,1,1,29
400,7,0,2,19.73,3,0,3,2,23
400,21,0,2,42.55,1,0,3,2,23
401,1,0,2,1.61,4,1,1,1,19
401,29,0,2,35.36,2,1,1,1,19
401,15,0,2,32.91,2,1,1,1,19
402,3,0,2,20.12,2,1,1,1,18
402,7,0,2,19.73,3,1,1,1,18
402,31,0,2,13.64,3,1,1,1,18
403,33,0,2,44.82,1,0,2,2,23
403,8,0,2,14.94,3,0,2,2,23
403,24,0,2,20.24,2,0,2,2,23
404,9,0,2,43.23,1,1,2,4,17
404,31,0,2,13.64,3,1,2,4,17
404,34,0,2,20.64,2,1,2,4,17
405,34,0,2,20.64,2,1,2,3,24
405,31,0,2,13.64,3,1,2,3,24
406,1,0,2,1.61,4,1,3,4,16
406,24,0,2,20.24,2,1,3,4,16
407,24,0,2,20.24,2,1,1,1,29
407,7,0,2,19.73,3,1,1,1,29
408,1,0,2,1.61,4,1,2,3,22
409,30,0,2,10.13,3,1,1,1,25
410,1,0,2,1.61,4,0,3,3,18
410,7,0,2,19.73,3,0,3,3,18
410,31,0,2,13.64,3,0,3,3,18
410,9,0,2,43.23,1,0,3,3,18
411,7,0,2,19.73,3,0,2,3,22
412,1,0,2,1.61,4,0,3,4,29
412,31,0,2,13.64,3,0,3,4,29
413,10,0,2,26.05,2,1,1,1,22
413,7,0,2,19.73,3,1,1,1,22
414,1,0,2,1.61,4,1,1,1,21
415,34,0,2,20.64,2,1,2,4,28
416,14,0,2,40.82,1,0,3,4,30
417,15,0,2,32.91,2,1,1,1,20
418,7,0,2,19.73,3,1,1,1,30
419,7,0,2,19.73,3,1,1,1,18
419,31,0,2,13.64,3,1,1,1,18
419,16,0,2,28.3,2,1,1,1,18
419,17,0,2,8.21,4,1,1,1,18
419,33,0,2,44.82,1,1,1,1,18
420,31,0,2,13.64,3,0,3,3,18
421,31,0,2,13.64,3,1,3,4,19
421,33,0,2,44.82,1,1,3,4,19
421,5,0,2,5.51,4,1,3,4,19
421,1,0,2,1.61,4,1,3,4,19
421,16,0,2,28.3,2,1,3,4,19
422,24,0,2,20.24,2,1,1,1,29
422,5,0,2,5.51,4,1,1,1,29
423,22,0,2,38.38,2,1,1,1,16
424,7,0,2,19.73,3,1,3,3,30
425,14,0,2,40.82,1,1,1,1,26
426,10,0,2,26.05,2,1,1,1,27
427,7,0,2,19.73,3,1,3,4,27
428,29,0,2,35.36,2,1,1,1,16
428,14,0,2,40.82,1,1,1,1,16
429,34,0,2,20.64,2,1,1,1,19
430,16,0,2,28.3,2,0,3,4,28
430,28,0,2,13.78,3,0,3,4,28
430,17,0,2,8.21,4,0,3,4,28
430,5,0,2,5.51,4,0,3,4,28
431,1,0,2,1.61,4,0,2,3,22
432,3,0,2,20.12,2,0,2,2,19
433,7,0,2,19.73,3,1,1,1,23
435,7,0,2,19.73,3,1,1,1,18
436,7,0,2,19.73,3,1,2,4,21
437,9,1,2,43.23,1,1,3,4,26
438,1,1,2,1.61,4,1,1,1,28
438,10,1,2,26.05,2,1,1,1,28
438,4,1,2,45.27,1,1,1,1,28
439,14,1,2,40.82,1,1,1,1,26
440,1,1,2,1.61,4,1,1,1,26
441,7,1,2,19.73,3,1,1,1,27
442,9,1,2,43.23,1,1,1,1,26
442,7,1,2,19.73,3,1,1,1,26
443,1,1,2,1.61,4,1,2,3,20
444,9,1,2,43.23,1,1,1,1,30
444,8,1,2,14.94,3,1,1,1,30
444,9,1,2,43.23,1,1,1,1,30
445,7,1,2,19.73,3,1,1,1,25
445,7,1,2,19.73,3,1,1,1,25
445,4,1,2,45.27,1,1,1,1,25
446,1,1,2,1.61,4,1,1,1,21
446,7,1,2,19.73,3,1,1,1,21
447,7,1,2,19.73,3,1,1,1,19
447,7,1,2,19.73,3,1,1,1,19
448,1,1,2,1.61,4,1,1,1,19
449,3,1,2,20.12,2,1,1,1,16
450,1,1,2,1.61,4,1,1,1,18
450,9,1,2,43.23,1,1,1,1,18
451,1,1,2,1.61,4,1,1,1,29
451,4,1,2,45.27,1,1,1,1,29
452,4,1,2,45.27,1,1,1,1,22
452,1,1,2,1.61,4,1,1,1,22
453,7,1,2,19.73,3,1,1,1,21
453,1,1,2,1.61,4,1,1,1,21
454,1,1,2,1.61,4,1,1,1,17
454,14,1,2,40.82,1,1,1,1,17
455,1,1,2,1.61,4,1,1,1,25
455,7,1,2,19.73,3,1,1,1,25
455,7,1,2,19.73,3,1,1,1,25
456,10,1,2,26.05,2,1,1,1,29
456,8,1,2,14.94,3,1,1,1,29
457,7,1,2,19.73,3,0,2,3,22
457,7,1,2,19.73,3,0,2,3,22
458,1,1,2,1.61,4,1,1,1,21
459,8,1,2,14.94,3,0,3,3,23
459,33,1,2,44.82,1,0,3,3,23
460,14,1,2,40.82,1,1,1,1,17
461,7,1,2,19.73,3,1,1,1,18
462,10,1,2,26.05,2,1,1,1,30
462,7,1,2,19.73,3,1,1,1,30
462,35,1,2,21.33,2,1,1,1,30
462,5,1,2,5.51,4,1,1,1,30
463,10,1,2,26.05,2,1,1,1,25
464,1,1,2,1.61,4,1,2,4,26
465,33,1,2,44.82,1,1,1,1,24
466,1,1,2,1.61,4,1,2,2,26
466,7,1,2,19.73,3,1,2,2,26
467,1,1,2,1.61,4,1,1,1,27
468,7,1,2,19.73,3,0,3,2,16
469,10,1,2,26.05,2,1,2,4,22
469,10,1,2,26.05,2,1,2,4,22
470,10,1,2,26.05,2,1,1,1,28
471,7,1,2,19.73,3,1,1,1,26
471,7,1,2,19.73,3,1,1,1,26
473,1,1,2,1.61,4,1,3,2,18
473,7,1,2,19.73,3,1,3,2,18
474,1,1,2,1.61,4,1,1,1,27
474,1,1,2,1.61,4,1,1,1,27
475,1,1,2,1.61,4,1,1,1,22
475,36,1,2,38.95,2,1,1,1,22
476,7,1,2,19.73,3,1,1,1,18
476,33,1,2,44.82,1,1,1,1,18
477,7,1,2,19.73,3,1,1,1,26
478,7,1,2,19.73,3,1,1,1,23
478,33,1,2,44.82,1,1,1,1,23
479,13,1,2,28.31,2,1,1,1,26
479,7,1,2,19.73,3,1,1,1,26
479,7,1,2,19.73,3,1,1,1,26
479,11,1,2,20.11,2,1,1,1,26
480,33,1,2,44.82,1,1,2,2,16
480,7,1,2,19.73,3,1,2,2,16
481,33,1,2,44.82,1,1,1,1,24
481,16,1,2,28.3,2,1,1,1,24
482,7,1,2,19.73,3,1,3,3,21
482,7,1,2,19.73,3,1,3,3,21
482,1,1,2,1.61,4,1,3,3,21
482,10,1,2,26.05,2,1,3,3,21
482,31,1,2,13.64,3,1,3,3,21
482,9,1,2,43.23,1,1,3,3,21
482,8,1,2,14.94,3,1,3,3,21
482,4,1,2,45.27,1,1,3,3,21
483,1,0,2,1.61,4,1,1,1,21
484,15,0,2,32.91,2,1,1,1,20
484,15,0,2,32.91,2,1,1,1,20
485,7,0,2,19.73,3,1,1,1,23
485,22,0,2,38.38,2,1,1,1,23
486,8,0,2,14.94,3,1,3,4,29
486,1,0,2,1.61,4,1,3,4,29
487,21,0,2,42.55,1,1,3,3,23
487,2,0,2,39.34,2,1,3,3,23
487,7,0,2,19.73,3,1,3,3,23
487,13,0,2,28.31,2,1,3,3,23
488,16,0,2,28.3,2,1,1,1,19
488,13,0,2,28.31,2,1,1,1,19
488,30,0,2,10.13,3,1,1,1,19
488,22,0,2,38.38,2,1,1,1,19
489,1,0,2,1.61,4,1,3,2,30
489,8,0,2,14.94,3,1,3,2,30
489,1,0,2,1.61,4,1,3,2,30
490,20,0,2,13.42,3,0,3,2,23
490,20,0,2,13.42,3,0,3,2,23
490,7,0,2,19.73,3,0,3,2,23
490,7,0,2,19.73,3,0,3,2,23
491,1,0,2,1.61,4,1,2,3,26
491,20,0,2,13.42,3,1,2,3,26
491,7,0,2,19.73,3,1,2,3,26
491,13,0,2,28.31,2,1,2,3,26
492,7,0,2,19.73,3,1,1,1,24
492,11,0,2,20.11,2,1,1,1,24
492,30,0,2,10.13,3,1,1,1,24
492,33,0,2,44.82,1,1,1,1,24
493,7,0,2,19.73,3,1,1,1,20
493,33,0,2,44.82,1,1,1,1,20
494,31,0,2,13.64,3,0,2,2,18
494,7,0,2,19.73,3,0,2,2,18
494,11,0,2,20.11,2,0,2,2,18
495,25,0,2,13.02,3,1,1,1,23
495,7,0,2,19.73,3,1,1,1,23
497,7,0,2,19.73,3,1,3,2,23
497,3,0,2,20.12,2,1,3,2,23
498,21,0,2,42.55,1,0,3,3,26
498,4,0,2,45.27,1,0,3,3,26
498,7,0,2,19.73,3,0,3,3,26
498,7,0,2,19.73,3,0,3,3,26
499,13,0,2,28.31,2,1,1,1,20
499,33,0,2,44.82,1,1,1,1,20
500,2,0,2,39.34,2,0,2,2,16
500,7,0,2,19.73,3,0,2,2,16
501,2,0,2,39.34,2,1,1,1,17
501,7,0,2,19.73,3,1,1,1,17
502,7,0,2,19.73,3,1,1,1,28
502,7,0,2,19.73,3,1,1,1,28
503,7,0,2,19.73,3,1,1,1,17
503,7,0,2,19.73,3,1,1,1,17
503,3,0,2,20.12,2,1,1,1,17
503,33,0,2,44.82,1,1,1,1,17
503,20,0,2,13.42,3,1,1,1,17
504,10,0,2,26.05,2,1,3,2,27
504,24,0,2,20.24,2,1,3,2,27
505,9,0,2,43.23,1,1,1,1,22
506,31,0,2,13.64,3,1,1,1,21
506,10,0,2,26.05,2,1,1,1,21
506,7,0,2,19.73,3,1,1,1,21
507,7,0,2,19.73,3,1,1,1,29
507,16,0,2,28.3,2,1,1,1,29
507,33,0,2,44.82,1,1,1,1,29
507,31,0,2,13.64,3,1,1,1,29
508,7,0,2,19.73,3,0,3,3,27
508,30,0,2,10.13,3,0,3,3,27
509,1,0,2,1.61,4,1,1,1,27
509,21,0,2,42.55,1,1,1,1,27
510,21,0,2,42.55,1,1,1,1,26
510,1,0,2,1.61,4,1,1,1,26
511,1,0,2,1.61,4,1,1,1,27
512,10,0,2,26.05,2,1,1,1,23
512,33,0,2,44.82,1,1,1,1,23
512,5,0,2,5.51,4,1,1,1,23
513,7,0,2,19.73,3,0,2,3,17
513,1,0,2,1.61,4,0,2,3,17
513,33,0,2,44.82,1,0,2,3,17
514,33,0,2,44.82,1,1,1,1,17
515,5,0,2,5.51,4,0,3,3,20
515,1,0,2,1.61,4,0,3,3,20
515,4,0,2,45.27,1,0,3,3,20
516,7,0,2,19.73,3,0,3,3,28
517,10,0,2,26.05,2,0,3,4,21
517,33,0,2,44.82,1,0,3,4,21
517,10,0,2,26.05,2,0,3,4,21
518,31,0,2,13.64,3,1,1,1,19
518,9,0,2,43.23,1,1,1,1,19
518,2,0,2,39.34,2,1,1,1,19
519,3,0,2,20.12,2,1,1,1,21
519,7,0,2,19.73,3,1,1,1,21
519,31,0,2,13.64,3,1,1,1,21
519,5,0,2,5.51,4,1,1,1,21
520,33,0,2,44.82,1,1,1,1,27
521,15,0,2,32.91,2,1,1,1,18
522,10,0,2,26.05,2,1,2,3,17
522,33,0,2,44.82,1,1,2,3,17
523,34,0,2,20.64,2,1,1,1,29
523,15,0,2,32.91,2,1,1,1,29
524,1,1,1,1.61,4,1,1,1,24
524,2,1,1,39.34,2,1,1,1,24
524,15,1,1,32.91,2,1,1,1,24
524,37,1,1,28.57,2,1,1,1,24
524,8,1,1,14.94,3,1,1,1,24
524,7,1,1,19.73,3,1,1,1,24
525,1,1,1,1.61,4,1,1,1,27
525,15,1,1,32.91,2,1,1,1,27
526,3,1,1,20.12,2,0,3,3,22
526,7,1,1,19.73,3,0,3,3,22
526,9,1,1,43.23,1,0,3,3,22
526,9,1,1,43.23,1,0,3,3,22
527,1,1,1,1.61,4,1,1,1,23
528,1,1,1,1.61,4,1,1,1,30
528,9,1,1,43.23,1,1,1,1,30
529,1,1,1,1.61,4,1,1,1,19
529,7,1,1,19.73,3,1,1,1,19
529,9,1,1,43.23,1,1,1,1,19
529,4,1,1,45.27,1,1,1,1,19
530,4,1,1,45.27,1,1,2,3,29
530,7,1,1,19.73,3,1,2,3,29
530,33,1,1,44.82,1,1,2,3,29
531,1,1,1,1.61,4,1,1,1,28
531,7,1,1,19.73,3,1,1,1,28
531,4,1,1,45.27,1,1,1,1,28
532,2,1,1,39.34,2,1,1,1,17
533,7,1,1,19.73,3,1,3,2,24
533,5,1,1,5.51,4,1,3,2,24
534,7,1,1,19.73,3,1,1,1,18
534,7,1,1,19.73,3,1,1,1,18
534,2,1,1,39.34,2,1,1,1,18
535,1,1,1,1.61,4,1,1,1,26
536,1,1,1,1.61,4,1,1,1,16
537,4,1,1,45.27,1,0,2,4,24
537,33,1,1,44.82,1,0,2,4,24
537,7,1,1,19.73,3,0,2,4,24
537,7,1,1,19.73,3,0,2,4,24
538,7,1,1,19.73,3,1,3,3,27
539,33,1,1,44.82,1,0,3,2,28
539,3,1,1,20.12,2,0,3,2,28
540,1,1,1,1.61,4,1,1,1,16
541,1,1,1,1.61,4,1,2,3,30
541,1,1,1,1.61,4,1,2,3,30
541,9,1,1,43.23,1,1,2,3,30
542,7,1,1,19.73,3,0,2,4,30
542,3,1,1,20.12,2,0,2,4,30
542,33,1,1,44.82,1,0,2,4,30
543,2,1,1,39.34,2,0,2,3,22
544,12,1,1,24.84,2,1,1,1,29
544,1,1,1,1.61,4,1,1,1,29
545,7,1,1,19.73,3,0,3,4,17
545,1,1,1,1.61,4,0,3,4,17
545,33,1,1,44.82,1,0,3,4,17
546,24,1,1,20.24,2,1,1,1,16
546,15,1,1,32.91,2,1,1,1,16
547,7,1,1,19.73,3,1,1,1,20
547,3,1,1,20.12,2,1,1,1,20
547,7,1,1,19.73,3,1,1,1,20
547,12,1,1,24.84,2,1,1,1,20
548,2,1,1,39.34,2,0,2,4,20
549,2,1,1,39.34,2,0,3,4,24
550,7,1,1,19.73,3,1,1,1,22
550,1,1,1,1.61,4,1,1,1,22
550,7,1,1,19.73,3,1,1,1,22
550,24,1,1,20.24,2,1,1,1,22
550,9,1,1,43.23,1,1,1,1,22
551,7,1,1,19.73,3,1,1,1,16
551,7,1,1,19.73,3,1,1,1,16
551,9,1,1,43.23,1,1,1,1,16
552,1,1,1,1.61,4,1,1,1,30
552,8,1,1,14.94,3,1,1,1,30
553,1,1,1,1.61,4,1,1,1,22
553,33,1,1,44.82,1,1,1,1,22
554,9,1,1,43.23,1,1,1,1,27
554,14,1,1,40.82,1,1,1,1,27
555,1,1,1,1.61,4,1,1,1,19
555,9,1,1,43.23,1,1,1,1,19
556,33,1,1,44.82,1,1,1,1,18
556,9,1,1,43.23,1,1,1,1,18
556,3,1,1,20.12,2,1,1,1,18
556,23,1,1,24.22,2,1,1,1,18
556,7,1,1,19.73,3,1,1,1,18
557,1,1,1,1.61,4,1,1,1,18
557,10,1,1,26.05,2,1,1,1,18
557,7,1,1,19.73,3,1,1,1,18
557,33,1,1,44.82,1,1,1,1,18
557,9,1,1,43.23,1,1,1,1,18
558,9,1,1,43.23,1,1,1,1,23
558,9,1,1,43.23,1,1,1,1,23
558,5,1,1,5.51,4,1,1,1,23
559,7,1,1,19.73,3,1,1,1,30
559,9,1,1,43.23,1,1,1,1,30
560,1,1,1,1.61,4,1,1,1,17
560,15,1,1,32.91,2,1,1,1,17
562,7,1,1,19.73,3,1,1,1,28
562,10,1,1,26.05,2,1,1,1,28
563,7,1,1,19.73,3,1,1,1,25
563,5,1,1,5.51,4,1,1,1,25
564,8,1,1,14.94,3,1,2,2,16
564,1,1,1,1.61,4,1,2,2,16
564,33,1,1,44.82,1,1,2,2,16
565,1,1,1,1.61,4,1,1,1,20
565,7,1,1,19.73,3,1,1,1,20
565,1,1,1,1.61,4,1,1,1,20
566,7,1,1,19.73,3,0,2,3,16
566,7,1,1,19.73,3,0,2,3,16
566,10,1,1,26.05,2,0,2,3,16
567,1,1,1,1.61,4,1,1,1,24
568,9,1,1,43.23,1,1,1,1,28
568,7,1,1,19.73,3,1,1,1,28
569,28,1,1,13.78,3,1,1,1,18
569,7,1,1,19.73,3,1,1,1,18
569,33,1,1,44.82,1,1,1,1,18
570,7,1,1,19.73,3,1,1,1,22
570,15,1,1,32.91,2,1,1,1,22
571,7,1,1,19.73,3,1,1,1,21
572,7,1,1,19.73,3,1,2,2,21
572,12,1,1,24.84,2,1,2,2,21
573,14,1,1,40.82,1,1,1,1,25
574,14,1,1,40.82,1,1,2,4,22
575,7,1,1,19.73,3,1,3,2,29
575,33,1,1,44.82,1,1,3,2,29
576,2,1,1,39.34,2,1,3,3,25
576,33,1,1,44.82,1,1,3,3,25
576,28,1,1,13.78,3,1,3,3,25
577,11,1,1,20.11,2,1,2,4,23
577,7,1,1,19.73,3,1,2,4,23
577,3,1,1,20.12,2,1,2,4,23
577,33,1,1,44.82,1,1,2,4,23
578,33,1,1,44.82,1,0,2,3,20
578,1,1,1,1.61,4,0,2,3,20
578,3,1,1,20.12,2,0,2,3,20
579,4,1,1,45.27,1,0,3,2,21
579,15,1,1,32.91,2,0,3,2,21
580,7,1,1,19.73,3,1,1,1,26
581,15,1,1,32.91,2,1,1,1,28
583,25,1,1,13.02,3,0,2,4,27
583,20,1,1,13.42,3,0,2,4,27
583,7,1,1,19.73,3,0,2,4,27
583,10,1,1,26.05,2,0,2,4,27
583,24,1,1,20.24,2,0,2,4,27
584,7,1,1,19.73,3,0,3,2,26
585,2,1,1,39.34,2,1,1,1,30
586,24,1,1,20.24,2,1,1,1,24
586,18,1,1,7.85,4,1,1,1,24
586,2,1,1,39.34,2,1,1,1,24
587,10,1,1,26.05,2,0,2,4,24
587,24,1,1,20.24,2,0,2,4,24
588,7,1,1,19.73,3,1,1,1,16
588,7,1,1,19.73,3,1,1,1,16
589,7,0,1,19.73,3,1,1,1,30
589,7,0,1,19.73,3,1,1,1,30
590,1,0,1,1.61,4,1,2,4,26
591,19,0,1,33.08,2,0,3,4,23
592,7,0,1,19.73,3,1,1,1,25
592,7,0,1,19.73,3,1,1,1,25
592,28,0,1,13.78,3,1,1,1,25
592,33,0,1,44.82,1,1,1,1,25
593,29,0,1,35.36,2,0,2,3,29
593,38,0,1,12.95,3,0,2,3,29
594,10,0,1,26.05,2,0,2,4,25
594,7,0,1,19.73,3,0,2,4,25
594,7,0,1,19.73,3,0,2,4,25
595,3,0,1,20.12,2,0,2,4,23
595,20,0,1,13.42,3,0,2,4,23
595,22,0,1,38.38,2,0,2,4,23
595,33,0,1,44.82,1,0,2,4,23
596,19,0,1,33.08,2,1,2,2,18
596,7,0,1,19.73,3,1,2,2,18
597,1,0,1,1.61,4,1,2,2,20
597,33,0,1,44.82,1,1,2,2,20
598,19,0,1,33.08,2,1,1,1,26
599,2,0,1,39.34,2,1,1,1,21
600,1,0,1,1.61,4,1,3,2,23
601,14,0,1,40.82,1,1,1,1,29
602,22,0,1,38.38,2,1,1,1,16
602,4,0,1,45.27,1,1,1,1,16
602,21,0,1,42.55,1,1,1,1,16
602,33,0,1,44.82,1,1,1,1,16
603,20,0,1,13.42,3,1,1,1,30
603,7,0,1,19.73,3,1,1,1,30
603,10,0,1,26.05,2,1,1,1,30
604,1,0,1,1.61,4,1,1,1,26
605,1,0,1,1.61,4,0,3,4,27
605,19,0,1,33.08,2,0,3,4,27
606,2,0,1,39.34,2,0,3,2,17
608,11,0,1,20.11,2,1,1,1,16
608,3,0,1,20.12,2,1,1,1,16
608,7,0,1,19.73,3,1,1,1,16
609,7,0,1,19.73,3,0,3,2,20
609,25,0,1,13.02,3,0,3,2,20
610,19,0,1,33.08,2,1,1,1,21
610,7,0,1,19.73,3,1,1,1,21
611,2,0,1,39.34,2,1,1,1,27
612,20,0,1,13.42,3,1,1,1,28
612,7,0,1,19.73,3,1,1,1,28
612,13,0,1,28.31,2,1,1,1,28
613,2,0,1,39.34,2,1,1,1,26
615,1,0,1,1.61,4,1,1,1,23
615,7,0,1,19.73,3,1,1,1,23
616,20,0,1,13.42,3,1,2,4,19
616,21,0,1,42.55,1,1,2,4,19
616,1,0,1,1.61,4,1,2,4,19
616,7,0,1,19.73,3,1,2,4,19
617,33,0,1,44.82,1,0,3,4,16
617,24,0,1,20.24,2,0,3,4,16
617,10,0,1,26.05,2,0,3,4,16
